_id,Calendar Year,Hospital and Health Service (2014),Facility ID,Facility Name,Mothers,Babies
571,2000,Darling Downs,92,Dalby,189,189
572,2000,Darling Downs,93,Goondiwindi,127,130
573,2000,Darling Downs,95,Jandowae,6,6
574,2000,Darling Downs,97,Miles,35,35
575,2000,Darling Downs,98,Millmerran,1,1
576,2000,Darling Downs,100,Stanthorpe,94,94
577,2000,Darling Downs,102,Taroom,11,11
578,2000,Darling Downs,104,Toowoomba,1450,1470
579,2000,Darling Downs,105,Warwick,244,245
580,2000,Gold Coast,50,Gold Coast,2708,2749
581,2000,Home Births,99999,na,126,126
582,2000,Mackay,171,Clermont,32,32
583,2000,Mackay,172,Mackay,963,971
584,2000,Mackay,173,Moranbah,37,37
585,2000,Mackay,174,Proserpine,225,225
586,2000,Mackay,175,Sarina,2,2
587,2000,Mackay,176,Dysart,2,2
588,2000,Mackay,192,Bowen,15,15
589,2000,Mackay,194,Collinsville,4,4
590,2000,Mackay,995,Mackay Base Hospital Birthing Centre,88,88
591,2000,Mater Public Hospitals,3,Mater Mothers',3591,3667
592,2000,Metro North,4,The Prince Charles,1,1
593,2000,Metro North,9,Royal Women's,3859,3959
594,2000,Metro North,16,Redcliffe,1230,1242
595,2000,Metro North,30,Caboolture,1452,1464
596,2000,Metro North,46,Kilcoy,16,16
597,2000,Metro North,994,RBWH Birthing Centre,299,299
598,2000,Metro South,22,Queen Elizabeth II,1,1
599,2000,Metro South,28,Redland,1430,1430
600,2000,Metro South,29,Logan,2636,2669
601,2000,Metro South,41,Beaudesert,468,470
602,2000,North West,243,Cloncurry,7,7
603,2000,North West,246,Mount Isa,630,635
604,2000,North West,247,Normanton,1,1
605,2000,North West,249,Mornington Island,3,3
606,2000,North West,252,Doomadgee,1,1
607,2000,Private,99999,na,12425,12723
608,2000,South West,112,Charleville,60,60
609,2000,South West,113,Cunnamulla,15,16
610,2000,South West,116,Mitchell,5,5
611,2000,South West,117,Mungindi,2,2
612,2000,South West,119,Roma,155,157
613,2000,South West,120,St George,88,88
614,2000,Sunshine Coast,48,Maleny,16,16
615,2000,Sunshine Coast,49,Nambour,1858,1885
616,2000,Sunshine Coast,68,Gympie,383,385
617,2000,Torres and Cape,213,Bamaga,2,2
618,2000,Torres and Cape,216,Cooktown,17,17
619,2000,Torres and Cape,226,Thursday Island,222,223
620,2000,Torres and Cape,228,Weipa,2,2
621,2000,Torres and Cape,253,Kowanyama PHC,2,2
622,2000,Torres and Cape,254,Pormpuraaw PHC,1,1
623,2000,Torres and Cape,939,Island Medical Service,1,1
624,2000,Torres and Cape,948,Murray Island PHC,2,2
625,2000,Townsville,191,Ayr,170,170
626,2000,Townsville,193,Charters Towers,93,93
627,2000,Townsville,196,Ingham,141,141
628,2000,Townsville,197,Joyce Palmer HS,21,21
629,2000,Townsville,198,Townsville,1,1
630,2000,Townsville,199,Kirwan,1729,1774
631,2000,Townsville,244,Hughenden,5,5
632,2000,Townsville,248,Richmond,1,1
633,2000,Townsville,916,Magnetic Island HSC,2,2
634,2000,Unknown,999,Unknown,2,2
635,2000,West Moreton,15,Ipswich,1889,1910
636,2000,West Moreton,45,Gatton,1,1
637,2000,West Moreton,47,Laidley,2,2
638,2000,Wide Bay,61,Biggenden,3,3
639,2000,Wide Bay,62,Bundaberg,868,879
640,2000,Wide Bay,66,Gayndah,6,6
641,2000,Wide Bay,69,Hervey Bay,431,434
642,2000,Wide Bay,71,Maryborough,344,350
643,2000,Wide Bay,72,Monto,33,33
644,2000,Wide Bay,74,Mundubbera,6,6
645,2001,BBA,99999,na,162,162
646,2001,Cairns and Hinterland,211,Atherton,250,252
647,2001,Cairns and Hinterland,212,Babinda,1,1
648,2001,Cairns and Hinterland,214,Cairns,1944,1984
649,2001,Cairns and Hinterland,215,Chillagoe,1,1
650,2001,Cairns and Hinterland,222,Innisfail,250,250
651,2001,Cairns and Hinterland,223,Mareeba,204,204
652,2001,Cairns and Hinterland,224,Mossman,61,61
653,2001,Cairns and Hinterland,227,Tully,21,21
654,2001,Cairns and Hinterland,229,Gurriny Yealamucka PHC,8,8
655,2001,Central Queensland,133,Biloela,131,132
656,2001,Central Queensland,135,Emerald,356,357
657,2001,Central Queensland,136,Gladstone,412,413
658,2001,Central Queensland,139,Mount Morgan,5,5
659,2001,Central Queensland,140,Moura,27,27
660,2001,Central Queensland,141,Rockhampton,926,937
661,2001,Central Queensland,142,Springsure,12,12
662,2001,Central Queensland,143,Theodore,17,17
663,2001,Central Queensland,144,Capricorn Coast (Yeppoon),7,7
664,2001,Central Queensland,145,Woorabinda,1,1
665,2001,Central West,131,Alpha,1,1
666,2001,Central West,152,Barcaldine,20,20
667,2001,Central West,153,Blackall,15,15
668,2001,Central West,156,Longreach,81,81
669,2001,Central West,159,Winton,14,14
670,2001,Darling Downs,63,Cherbourg,5,5
671,2001,Darling Downs,70,Kingaroy,353,355
672,2001,Darling Downs,75,Murgon,2,2
673,2001,Darling Downs,76,Nanango,1,1
674,2001,Darling Downs,77,Wondai,25,25
675,2001,Darling Downs,91,Chinchilla,101,102
676,2001,Darling Downs,92,Dalby,181,181
677,2001,Darling Downs,93,Goondiwindi,127,128
678,2001,Darling Downs,95,Jandowae,5,5
679,2001,Darling Downs,97,Miles,18,18
680,2001,Darling Downs,99,Oakey,1,1
681,2001,Darling Downs,100,Stanthorpe,151,151
682,2001,Darling Downs,101,Tara,4,4
683,2001,Darling Downs,102,Taroom,8,8
684,2001,Darling Downs,103,Texas,1,1
685,2001,Darling Downs,104,Toowoomba,1329,1351
686,2001,Darling Downs,105,Warwick,223,223
687,2001,Gold Coast,50,Gold Coast,2452,2481
688,2001,Home Births,99999,na,102,103
689,2001,Mackay,171,Clermont,17,17
690,2001,Mackay,172,Mackay,891,906
691,2001,Mackay,173,Moranbah,34,34
692,2001,Mackay,174,Proserpine,238,238
693,2001,Mackay,176,Dysart,8,8
694,2001,Mackay,192,Bowen,15,16
695,2001,Mackay,194,Collinsville,2,2
696,2001,Mackay,995,Mackay Base Hospital Birthing Centre,119,119
697,2001,Mater Public Hospitals,1,Mater Brisbane,1,1
698,2001,Mater Public Hospitals,3,Mater Mothers',3235,3316
699,2001,Metro North,9,Royal Women's,3727,3828
700,2001,Metro North,16,Redcliffe,1152,1171
701,2001,Metro North,30,Caboolture,1446,1459
702,2001,Metro North,46,Kilcoy,14,14
703,2001,Metro North,994,RBWH Birthing Centre,323,323
704,2001,Metro South,25,Marie Rose Centre (Dunwich),2,2
705,2001,Metro South,28,Redland,1386,1386
706,2001,Metro South,29,Logan,2568,2597
707,2001,Metro South,41,Beaudesert,385,388
708,2001,North West,243,Cloncurry,7,7
709,2001,North West,245,Julia Creek,1,1
710,2001,North West,246,Mount Isa,576,582
711,2001,North West,250,Karumba HC,1,1
712,2001,North West,252,Doomadgee,4,4
713,2001,Private,99999,na,14609,14922
714,2001,South West,112,Charleville,66,68
715,2001,South West,113,Cunnamulla,15,15
716,2001,South West,114,Dirranbandi,2,2
717,2001,South West,115,Injune,1,1
718,2001,South West,116,Mitchell,4,4
719,2001,South West,119,Roma,166,170
720,2001,South West,120,St George,83,83
721,2001,Sunshine Coast,48,Maleny,19,19
722,2001,Sunshine Coast,49,Nambour,1856,1875
723,2001,Sunshine Coast,68,Gympie,333,333
724,2001,Torres and Cape,213,Bamaga,3,3
725,2001,Torres and Cape,216,Cooktown,12,12
726,2001,Torres and Cape,226,Thursday Island,207,207
727,2001,Torres and Cape,228,Weipa,2,2
728,2001,Torres and Cape,230,Aurukun PHC,1,1
729,2001,Torres and Cape,939,Island Medical Service,3,3
730,2001,Townsville,191,Ayr,147,147
731,2001,Townsville,193,Charters Towers,56,56
732,2001,Townsville,196,Ingham,125,125
733,2001,Townsville,197,Joyce Palmer HS,21,21
734,2001,Townsville,199,Kirwan,1343,1366
735,2001,Townsville,200,Townsville,333,340
736,2001,Townsville,244,Hughenden,3,3
737,2001,Townsville,248,Richmond,1,1
738,2001,West Moreton,15,Ipswich,1734,1752
739,2001,West Moreton,42,Boonah,1,1
740,2001,West Moreton,45,Gatton,1,1
741,2001,Wide Bay,61,Biggenden,2,2
742,2001,Wide Bay,62,Bundaberg,822,829
743,2001,Wide Bay,64,Childers,1,1
744,2001,Wide Bay,66,Gayndah,3,3
745,2001,Wide Bay,69,Hervey Bay,415,420
746,2001,Wide Bay,71,Maryborough,328,332
747,2001,Wide Bay,72,Monto,22,22
748,2002,BBA,99999,na,165,166
749,2002,Cairns and Hinterland,211,Atherton,206,207
750,2002,Cairns and Hinterland,214,Cairns,1851,1895
